Village_List,Vilage_List_Description,Cell_List,Cell_List_Description,Sector_List,Sector_List_Description,District_List,District_List_Description,Province_List,Province_List_Description
OL01000407,Nyabirondo,OL02000115,Nyarurenzi,OL03000025,Mageregere,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000409,Nyarurenzi,OL02000115,Nyarurenzi,OL03000025,Mageregere,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000411,Gisunzu,OL02000120,Runzenze,OL03000025,Mageregere,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000413,Mpanga,OL02000120,Runzenze,OL03000025,Mageregere,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000415,Nkomero,OL02000120,Runzenze,OL03000025,Mageregere,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000417,Runzenze,OL02000120,Runzenze,OL03000025,Mageregere,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000419,Uwurugenge,OL02000120,Runzenze,OL03000025,Mageregere,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000421,Amahoro,OL02000125,Amahoro,OL03000030,Muhima,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000423,Amizero,OL02000125,Amahoro,OL03000030,Muhima,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000425,Inyarurembo,OL02000125,Amahoro,OL03000030,Muhima,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000427,Kabirizi,OL02000125,Amahoro,OL03000030,Muhima,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000429,Ubuzima,OL02000125,Amahoro,OL03000030,Muhima,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000431,Uruhimbi,OL02000125,Amahoro,OL03000030,Muhima,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000433,Icyeza,OL02000130,Kabasengerezi,OL03000030,Muhima,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000435,Ikana,OL02000130,Kabasengerezi,OL03000030,Muhima,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000437,Intwari,OL02000130,Kabasengerezi,OL03000030,Muhima,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000439,Kabasengerezi,OL02000130,Kabasengerezi,OL03000030,Muhima,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000441,Hirwa,OL02000135,Kabeza,OL03000030,Muhima,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000443,Ikaze,OL02000135,Kabeza,OL03000030,Muhima,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000445,Imanzi,OL02000135,Kabeza,OL03000030,Muhima,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000447,Ingenzi,OL02000135,Kabeza,OL03000030,Muhima,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000449,Ituze,OL02000135,Kabeza,OL03000030,Muhima,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000451,Sangwa,OL02000135,Kabeza,OL03000030,Muhima,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000453,Umwezi,OL02000135,Kabeza,OL03000030,Muhima,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000455,Abeza,OL02000140,Nyabugogo,OL03000030,Muhima,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000457,Icyerekezo,OL02000140,Nyabugogo,OL03000030,Muhima,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000459,Indatwa,OL02000140,Nyabugogo,OL03000030,Muhima,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000461,Rwezangoro,OL02000140,Nyabugogo,OL03000030,Muhima,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000463,Ubucuruzi,OL02000140,Nyabugogo,OL03000030,Muhima,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000465,Umutekano,OL02000140,Nyabugogo,OL03000030,Muhima,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000467,Imihigo,OL02000145,Rugenge,OL03000030,Muhima,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000469,Impala,OL02000145,Rugenge,OL03000030,Muhima,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000471,Rugenge,OL02000145,Rugenge,OL03000030,Muhima,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000473,Ubumanzi,OL02000145,Rugenge,OL03000030,Muhima,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000475,Indamutsa,OL02000150,Tetero,OL03000030,Muhima,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000477,Ingoro,OL02000150,Tetero,OL03000030,Muhima,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000479,Inkingi,OL02000150,Tetero,OL03000030,Muhima,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000481,Intiganda ,OL02000150,Tetero,OL03000030,Muhima,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000483,Iwacu,OL02000150,Tetero,OL03000030,Muhima,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000485,Tetero,OL02000150,Tetero,OL03000030,Muhima,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000487,Bwahirimba,OL02000155,Ubumwe,OL03000030,Muhima,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000489,Duterimbere,OL02000155,Ubumwe,OL03000030,Muhima,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000491,Isangano,OL02000155,Ubumwe,OL03000030,Muhima,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000493,Nyanza,OL02000155,Ubumwe,OL03000030,Muhima,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000495,Urugwiro,OL02000155,Ubumwe,OL03000030,Muhima,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000497,Urwego,OL02000155,Ubumwe,OL03000030,Muhima,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000499,Kabusunzu,OL02000160,Munanira I,OL03000035,Nyakabanda,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000501,Munanira ,OL02000160,Munanira I,OL03000035,Nyakabanda,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000503,Ntaraga,OL02000160,Munanira I,OL03000035,Nyakabanda,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000505,Nyagasozi,OL02000160,Munanira I,OL03000035,Nyakabanda,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000507,Rurembo,OL02000160,Munanira I,OL03000035,Nyakabanda,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000509,Gasiza,OL02000165,Munanira Ii,OL03000035,Nyakabanda,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000511,Kamwiza,OL02000165,Munanira Ii,OL03000035,Nyakabanda,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000513,Kanyange,OL02000165,Munanira Ii,OL03000035,Nyakabanda,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000515,Karudandi,OL02000165,Munanira Ii,OL03000035,Nyakabanda,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000517,Kigabiro,OL02000165,Munanira Ii,OL03000035,Nyakabanda,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000519,Kokobe,OL02000165,Munanira Ii,OL03000035,Nyakabanda,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000521,Mucyuranyana ,OL02000165,Munanira Ii,OL03000035,Nyakabanda,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000523,Nkundumurimbo,OL02000165,Munanira Ii,OL03000035,Nyakabanda,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000525,Akinkware,OL02000170,Nyakabanda I,OL03000035,Nyakabanda,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000527,Gapfupfu,OL02000170,Nyakabanda I,OL03000035,Nyakabanda,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000529,Gasiza,OL02000170,Nyakabanda I,OL03000035,Nyakabanda,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000531,Kariyeri,OL02000170,Nyakabanda I,OL03000035,Nyakabanda,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000533,Kokobe,OL02000170,Nyakabanda I,OL03000035,Nyakabanda,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000535,Munini,OL02000170,Nyakabanda I,OL03000035,Nyakabanda,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000537,Nyakabanda,OL02000170,Nyakabanda I,OL03000035,Nyakabanda,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000539,Rwagitanga,OL02000170,Nyakabanda I,OL03000035,Nyakabanda,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000541,Ibuhoro,OL02000175,Nyakabanda Ii,OL03000035,Nyakabanda,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000543,Kabeza,OL02000175,Nyakabanda Ii,OL03000035,Nyakabanda,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000545,Kanyiranganji,OL02000175,Nyakabanda Ii,OL03000035,Nyakabanda,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000547,Karujongi,OL02000175,Nyakabanda Ii,OL03000035,Nyakabanda,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000549,Kigarama,OL02000175,Nyakabanda Ii,OL03000035,Nyakabanda,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000551,Kirwa,OL02000175,Nyakabanda Ii,OL03000035,Nyakabanda,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000553,Amizero,OL02000180,Cyivugiza,OL03000040,Nyamirambo,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000555,Gabiro,OL02000180,Cyivugiza,OL03000040,Nyamirambo,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000557,Imanzi,OL02000180,Cyivugiza,OL03000040,Nyamirambo,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000559,Ingenzi,OL02000180,Cyivugiza,OL03000040,Nyamirambo,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000561,Intwari,OL02000180,Cyivugiza,OL03000040,Nyamirambo,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000563,Karisimbi,OL02000180,Cyivugiza,OL03000040,Nyamirambo,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000565,Mahoro,OL02000180,Cyivugiza,OL03000040,Nyamirambo,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000567,Mpano,OL02000180,Cyivugiza,OL03000040,Nyamirambo,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000569,Muhabura,OL02000180,Cyivugiza,OL03000040,Nyamirambo,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000571,Muhoza,OL02000180,Cyivugiza,OL03000040,Nyamirambo,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000573,Munini,OL02000180,Cyivugiza,OL03000040,Nyamirambo,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000575,Rugero,OL02000180,Cyivugiza,OL03000040,Nyamirambo,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000577,Shema,OL02000180,Cyivugiza,OL03000040,Nyamirambo,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000579,Kagunga,OL02000185,Gasharu ,OL03000040,Nyamirambo,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000581,Karukoro,OL02000185,Gasharu ,OL03000040,Nyamirambo,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000583,Rwintare,OL02000185,Gasharu ,OL03000040,Nyamirambo,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000585,Akanyana,OL02000190,Mumena,OL03000040,Nyamirambo,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000587,Akanyirazaninka,OL02000190,Mumena,OL03000040,Nyamirambo,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000589,Akarekare,OL02000190,Mumena,OL03000040,Nyamirambo,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000591,Akatabaro,OL02000190,Mumena,OL03000040,Nyamirambo,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000593,Irembo ,OL02000190,Mumena,OL03000040,Nyamirambo,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000595,Itaba,OL02000190,Mumena,OL03000040,Nyamirambo,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000597,Kiberinka,OL02000190,Mumena,OL03000040,Nyamirambo,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000599,Mumena,OL02000190,Mumena,OL03000040,Nyamirambo,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000601,Rwampara,OL02000190,Mumena,OL03000040,Nyamirambo,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000603,Gatare,OL02000195,Rugarama,OL03000040,Nyamirambo,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000605,Kiberinka,OL02000195,Rugarama,OL03000040,Nyamirambo,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000607,Munanira,OL02000195,Rugarama,OL03000040,Nyamirambo,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000609,Riba,OL02000195,Rugarama,OL03000040,Nyamirambo,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000611,Rubona,OL02000195,Rugarama,OL03000040,Nyamirambo,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000613,Rugarama,OL02000195,Rugarama,OL03000040,Nyamirambo,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000615,Runyinya,OL02000195,Rugarama,OL03000040,Nyamirambo,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000617,Rusisiro,OL02000195,Rugarama,OL03000040,Nyamirambo,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000619,Tetero ,OL02000195,Rugarama,OL03000040,Nyamirambo,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000621,Agatare,OL02000200,Agatare,OL03000045,Nyarugenge,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000623,Amajyambere ,OL02000200,Agatare,OL03000045,Nyarugenge,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000625,Inyambo,OL02000200,Agatare,OL03000045,Nyarugenge,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000627,Meraneza,OL02000200,Agatare,OL03000045,Nyarugenge,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000629,Uburezi,OL02000200,Agatare,OL03000045,Nyarugenge,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000631,Umucyo,OL02000200,Agatare,OL03000045,Nyarugenge,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000633,Umurava,OL02000200,Agatare,OL03000045,Nyarugenge,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000635,Biryogo,OL02000205,Biryogo,OL03000045,Nyarugenge,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000637,Gabiro,OL02000205,Biryogo,OL03000045,Nyarugenge,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000639,Isoko,OL02000205,Biryogo,OL03000045,Nyarugenge,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000641,Nyiranuma,OL02000205,Biryogo,OL03000045,Nyarugenge,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000643,Umurimo,OL02000205,Biryogo,OL03000045,Nyarugenge,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000645,Amizero,OL02000210,Kiyovu,OL03000045,Nyarugenge,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000647,Cercle Sportif,OL02000210,Kiyovu,OL03000045,Nyarugenge,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000649,Ganza ,OL02000210,Kiyovu,OL03000045,Nyarugenge,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000651,Imena,OL02000210,Kiyovu,OL03000045,Nyarugenge,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000653,Indangamirwa,OL02000210,Kiyovu,OL03000045,Nyarugenge,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000655,Ingenzi,OL02000210,Kiyovu,OL03000045,Nyarugenge,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000657,Inyarurembo,OL02000210,Kiyovu,OL03000045,Nyarugenge,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000659,Ishema,OL02000210,Kiyovu,OL03000045,Nyarugenge,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000661,Isibo,OL02000210,Kiyovu,OL03000045,Nyarugenge,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000663,Muhabura ,OL02000210,Kiyovu,OL03000045,Nyarugenge,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000665,Rugunga ,OL02000210,Kiyovu,OL03000045,Nyarugenge,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000667,Sugira,OL02000210,Kiyovu,OL03000045,Nyarugenge,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000669,Amahoro,OL02000215,Rwampara,OL03000045,Nyarugenge,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000671,Gacaca ,OL02000215,Rwampara,OL03000045,Nyarugenge,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000673,Intwari,OL02000215,Rwampara,OL03000045,Nyarugenge,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000675,Rwampara,OL02000215,Rwampara,OL03000045,Nyarugenge,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000677,Umucyo ,OL02000215,Rwampara,OL03000045,Nyarugenge,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000679,Umuganda,OL02000215,Rwampara,OL03000045,Nyarugenge,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000681,Muhoza,OL02000220,Kabuguru I,OL03000050,Rwezamenyo,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000683,Muhuza,OL02000220,Kabuguru I,OL03000050,Rwezamenyo,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000685,Mumararungu,OL02000220,Kabuguru I,OL03000050,Rwezamenyo,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000687,Murambi,OL02000220,Kabuguru I,OL03000050,Rwezamenyo,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000689,Buhoro,OL02000225,Kabuguru Ii,OL03000050,Rwezamenyo,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000691,Gasabo,OL02000225,Kabuguru Ii,OL03000050,Rwezamenyo,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000693,Mutara,OL02000225,Kabuguru Ii,OL03000050,Rwezamenyo,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000695,Ubusabane,OL02000225,Kabuguru Ii,OL03000050,Rwezamenyo,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000697,Abatarushwa,OL02000230,Rwezamenyo I,OL03000050,Rwezamenyo,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000699,Indatwa,OL02000230,Rwezamenyo I,OL03000050,Rwezamenyo,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000701,Inkerakubanza,OL02000230,Rwezamenyo I,OL03000050,Rwezamenyo,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000703,Intwari,OL02000230,Rwezamenyo I,OL03000050,Rwezamenyo,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000705,Amahoro,OL02000235,Rwezamenyo Ii,OL03000050,Rwezamenyo,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000707,Umucyo,OL02000235,Rwezamenyo Ii,OL03000050,Rwezamenyo,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000709,Urumuri,OL02000235,Rwezamenyo Ii,OL03000050,Rwezamenyo,OL04000005,Nyarugenge,OL05000005,Umujyi wa Kigali
OL01000711,Akakaza,OL02000240,Kinyaga,OL03000055,Bumbogo,OL04000010,Gasabo,OL05000005,Umujyi wa Kigali
OL01000713,Kigarama,OL02000240,Kinyaga,OL03000055,Bumbogo,OL04000010,Gasabo,OL05000005,Umujyi wa Kigali
OL01000715,Kingabo,OL02000240,Kinyaga,OL03000055,Bumbogo,OL04000010,Gasabo,OL05000005,Umujyi wa Kigali
OL01000717,Muhozi,OL02000240,Kinyaga,OL03000055,Bumbogo,OL04000010,Gasabo,OL05000005,Umujyi wa Kigali
OL01000719,Rubungo,OL02000240,Kinyaga,OL03000055,Bumbogo,OL04000010,Gasabo,OL05000005,Umujyi wa Kigali
OL01000721,Ryakigogo,OL02000240,Kinyaga,OL03000055,Bumbogo,OL04000010,Gasabo,OL05000005,Umujyi wa Kigali
OL01000723,Zindiro,OL02000240,Kinyaga,OL03000055,Bumbogo,OL04000010,Gasabo,OL05000005,Umujyi wa Kigali
OL01000725,Kagarama,OL02000245,Musave,OL03000055,Bumbogo,OL04000010,Gasabo,OL05000005,Umujyi wa Kigali
OL01000727,Kayumba,OL02000245,Musave,OL03000055,Bumbogo,OL04000010,Gasabo,OL05000005,Umujyi wa Kigali
OL01000729,Ramba,OL02000245,Musave,OL03000055,Bumbogo,OL04000010,Gasabo,OL05000005,Umujyi wa Kigali
OL01000731,Rebero,OL02000245,Musave,OL03000055,Bumbogo,OL04000010,Gasabo,OL05000005,Umujyi wa Kigali
OL01000733,Rugando,OL02000245,Musave,OL03000055,Bumbogo,OL04000010,Gasabo,OL05000005,Umujyi wa Kigali
OL01000735,Kigabiro,OL02000250,Mvuzo,OL03000055,Bumbogo,OL04000010,Gasabo,OL05000005,Umujyi wa Kigali
OL01000737,Kiyoro,OL02000250,Mvuzo,OL03000055,Bumbogo,OL04000010,Gasabo,OL05000005,Umujyi wa Kigali
OL01000739,Murarambo,OL02000250,Mvuzo,OL03000055,Bumbogo,OL04000010,Gasabo,OL05000005,Umujyi wa Kigali
OL01000741,Nkona,OL02000250,Mvuzo,OL03000055,Bumbogo,OL04000010,Gasabo,OL05000005,Umujyi wa Kigali
OL01000743,Nyakabingo,OL02000250,Mvuzo,OL03000055,Bumbogo,OL04000010,Gasabo,OL05000005,Umujyi wa Kigali
OL01000745,Rukoma,OL02000250,Mvuzo,OL03000055,Bumbogo,OL04000010,Gasabo,OL05000005,Umujyi wa Kigali
OL01000747,Birembo,OL02000255,Ngara,OL03000055,Bumbogo,OL04000010,Gasabo,OL05000005,Umujyi wa Kigali
OL01000749,Gisasa,OL02000255,Ngara,OL03000055,Bumbogo,OL04000010,Gasabo,OL05000005,Umujyi wa Kigali
OL01000751,Munini,OL02000255,Ngara,OL03000055,Bumbogo,OL04000010,Gasabo,OL05000005,Umujyi wa Kigali
OL01000753,Ruhinga,OL02000255,Ngara,OL03000055,Bumbogo,OL04000010,Gasabo,OL05000005,Umujyi wa Kigali
OL01000755,Uwaruraza,OL02000255,Ngara,OL03000055,Bumbogo,OL04000010,Gasabo,OL05000005,Umujyi wa Kigali
OL01000757,Akabenejuru,OL02000260,Nkuzuzu,OL03000055,Bumbogo,OL04000010,Gasabo,OL05000005,Umujyi wa Kigali
OL01000759,Akasedogo,OL02000260,Nkuzuzu,OL03000055,Bumbogo,OL04000010,Gasabo,OL05000005,Umujyi wa Kigali
OL01000761,Akimpama,OL02000260,Nkuzuzu,OL03000055,Bumbogo,OL04000010,Gasabo,OL05000005,Umujyi wa Kigali
OL01000763,Burima,OL02000260,Nkuzuzu,OL03000055,Bumbogo,OL04000010,Gasabo,OL05000005,Umujyi wa Kigali
OL01000765,Kityazo,OL02000260,Nkuzuzu,OL03000055,Bumbogo,OL04000010,Gasabo,OL05000005,Umujyi wa Kigali
OL01000767,Bushya,OL02000265,Nyabikenke,OL03000055,Bumbogo,OL04000010,Gasabo,OL05000005,Umujyi wa Kigali
OL01000769,Gikumba,OL02000265,Nyabikenke,OL03000055,Bumbogo,OL04000010,Gasabo,OL05000005,Umujyi wa Kigali
OL01000771,Kamutamu,OL02000265,Nyabikenke,OL03000055,Bumbogo,OL04000010,Gasabo,OL05000005,Umujyi wa Kigali
OL01000773,Karama,OL02000265,Nyabikenke,OL03000055,Bumbogo,OL04000010,Gasabo,OL05000005,Umujyi wa Kigali
OL01000775,Kayenzi,OL02000265,Nyabikenke,OL03000055,Bumbogo,OL04000010,Gasabo,OL05000005,Umujyi wa Kigali
OL01000777,Kigara,OL02000265,Nyabikenke,OL03000055,Bumbogo,OL04000010,Gasabo,OL05000005,Umujyi wa Kigali
OL01000779,Kiriza,OL02000265,Nyabikenke,OL03000055,Bumbogo,OL04000010,Gasabo,OL05000005,Umujyi wa Kigali
OL01000781,Masizi,OL02000265,Nyabikenke,OL03000055,Bumbogo,OL04000010,Gasabo,OL05000005,Umujyi wa Kigali
OL01000783,Mbogo,OL02000265,Nyabikenke,OL03000055,Bumbogo,OL04000010,Gasabo,OL05000005,Umujyi wa Kigali
OL01000785,Nyampamo,OL02000265,Nyabikenke,OL03000055,Bumbogo,OL04000010,Gasabo,OL05000005,Umujyi wa Kigali
OL01000787,Akanyiramugarura,OL02000270,Nyagasozi,OL03000055,Bumbogo,OL04000010,Gasabo,OL05000005,Umujyi wa Kigali
OL01000789,Akigabiro,OL02000270,Nyagasozi,OL03000055,Bumbogo,OL04000010,Gasabo,OL05000005,Umujyi wa Kigali
OL01000791,Gishaka,OL02000270,Nyagasozi,OL03000055,Bumbogo,OL04000010,Gasabo,OL05000005,Umujyi wa Kigali
OL01000793,Kabuye,OL02000270,Nyagasozi,OL03000055,Bumbogo,OL04000010,Gasabo,OL05000005,Umujyi wa Kigali
OL01000795,Mpabwa,OL02000270,Nyagasozi,OL03000055,Bumbogo,OL04000010,Gasabo,OL05000005,Umujyi wa Kigali
OL01000797,Nyagasambu,OL02000270,Nyagasozi,OL03000055,Bumbogo,OL04000010,Gasabo,OL05000005,Umujyi wa Kigali
OL01000799,Urutarishonga,OL02000270,Nyagasozi,OL03000055,Bumbogo,OL04000010,Gasabo,OL05000005,Umujyi wa Kigali
OL01000801,Akamamana,OL02000275,Karuruma,OL03000060,Gatsata,OL04000010,Gasabo,OL05000005,Umujyi wa Kigali
